FacultyID,Name,Experience
3422,Zachary Moreno,12
3423,Megan Jefferson,9
3424,Zachary Bell,8
3425,Brianna Smith,6
3426,Kevin Crawford,8
3427,Meredith Reynolds,12
3428,Scott Reed,5
3429,Kristen Long,5
3430,Jessica Brooks,5
3431,Mrs. Michelle Leblanc,3
3432,Stanley Cooper,6
3433,Catherine Johnson,10
3434,Bethany Ware,4
3435,Randall Dixon,10
3436,Deborah Hanson,4
3437,Tiffany Stewart,4
3438,Alicia Adams,8
3439,Melinda Smith,3
3440,Rebecca Walters,7
3441,Vanessa Reed,7
3442,Thomas Gonzales,3
3443,Jeffrey Lopez,2
3444,Kenneth Mckay,2
3445,Daniel Anderson,12
3446,Becky Jones,12
3447,Richard Thomas,12
3448,Brent Rodriguez,9
3449,Laura Simpson,8
3450,Ryan Martinez,10
3451,Jessica Williams,4
3452,Susan James,4
3453,Steven Potts,12
3454,Rodney Black,2
3455,April Hatfield,11
3456,Colleen Stephenson,10
3457,Albert Sharp,4
3458,Courtney Watson,7
3459,Beth Hancock,3
3460,Jeffrey Lang,11
3461,Christopher Powers DDS,3
3462,Paul Rodriguez,9
3463,Anna Jones,7
3464,Sarah Tran,6
3465,Lisa Johnson,9
3466,Julie Kelley,3
3467,Natalie Ellis,2
3468,Brent Brown,11
3469,Sydney Mitchell,4
3470,Ms. Lacey Fisher,8
3471,Jesus Chen,5
3472,Meghan Cross,4
3473,Nicholas Hanna,5
3474,Eric Sanchez,9
3475,Jacqueline Holmes,11
3476,Kent Goodman,3
3477,Melanie Bell,3
3478,Gary Li,10
3479,Douglas Hopkins,10
3480,Leslie Olson,11
3481,Olivia Brown,6
3482,Tammy Knight,2
3483,Rebecca Johnson,3
3484,Martha Hamilton,3
3485,Carolyn Romero,9
3486,Rebecca Casey,7
3487,Jill Curtis,4
3488,Heather Parks,8
3489,Erika Patterson,8
3490,Rachel Shelton,2
3491,Aaron Spencer,3
3492,Kristina Gray,11
3493,Morgan Kelley,7
3494,James Gill,9
3495,David Hernandez,11
3496,James Andrews,7
3497,Sara Parker,3
3498,Carol Williams,5
3499,Shelby Williams,11
3500,Jose Davidson,2
3501,Thomas Johnson,9
3502,Andrew Smith,8
3503,Valerie Williams,12
3504,Carlos Chang,10
3505,Christine Shepard,6
3506,Emma Armstrong,10
3507,Alison Roth,2
3508,George Santana,6
3509,Jared Taylor,11
3510,Bailey Strong,12
3511,Kimberly King,4
3512,Rebecca Barker,11
3513,Ryan May,7
3514,Michael Lindsey,12
3515,David Dean,6
3516,Evan Moore,12
3517,Craig Davis,2
3518,Sylvia Hampton,7
3519,Patrick Chung,12
3520,Sandra Garcia,11
3521,James James,3
3522,Anthony Morris,11
3523,Sara Gonzalez,8
3524,Steven Sanchez,9
3525,Timothy Conrad,4
3526,Melissa Gonzalez,2
3527,Marilyn Perez,6
3528,Meagan Foster,5
3529,Jennifer Curry,4
3530,Angela Logan,10
3531,Stephen Joyce,10
3532,Angela Hensley,10
3533,Laura Thompson,12
3534,Sara Perez,3
3535,Terrance Cox,12
3536,Natalie Mendoza,11
3537,Hunter Woods,10
3538,Jessica Stephens,2
3539,Todd Griffin,2
3540,Sarah Snyder,2
3541,Rebecca Johnson,6
3542,John Torres,9
3543,Matthew Gonzalez,12
3544,Karen Gonzalez,10
3545,Amber Daugherty,11
3546,Christopher Arnold,9
3547,Mark Wolfe,10
3548,Christine Parks,12
3549,John West,9
3550,Cassandra Whitehead,10
3551,Brittany Washington,2
3552,Kara Nelson,7
3553,Justin Taylor,9
3554,Brandon Campbell,10
3555,Katrina Ibarra,6
3556,Theresa Herman,3
3557,Crystal Fuller,12
3558,Jennifer Gonzalez,3
3559,Kimberly Garcia,12
3560,Megan Lewis,12
3561,Jenna Manning,7
3562,Tyler Vargas,10
3563,Jason Williams,5
3564,Ashley Davis,4
3565,Samuel Doyle,5
3566,Christopher Perry,10
3567,Kimberly Huerta,2
3568,Emily Davis,6
3569,Charles Rojas,12
3570,Mary Welch,12
3571,Joshua Torres,11
3572,Mark Morris,8
3573,Valerie Washington,3
3574,Frank Buck,8
3575,Jordan Gay,7
3576,Cameron Whitaker,2
3577,Anthony Clark,7
3578,Dr. Joyce Hawkins,9
3579,Jennifer Johnson,4
3580,Darlene Murray,3
3581,Ms. Haley Petersen MD,11
3582,Paul Bennett,11
3583,Kari Harris,2
3584,Mr. Marc Johnson,5
3585,Natalie Martinez,3
3586,Debra Patterson,10
3587,Curtis David,12
3588,Jamie Porter,10
3589,Denise Contreras,7
3590,Keith Torres,6
3591,Maria Johnson,9
3592,Jasmine Sharp,9
3593,Dawn Owen,2
3594,Johnny Roberts,10
3595,Jesse Russo,4
3596,Javier Taylor,3
3597,Kevin Garcia MD,8
3598,Emily Miranda,3
3599,Laura Wilson,3
3600,Lisa Price,6
3601,Samuel Austin,9
3602,Sandra Baker,5
3603,John Davidson,4
3604,Donald Fernandez,8
3605,Kenneth Bryan,11
3606,Alexis Clark,12
3607,Wendy Sullivan,2
3608,Tracy Dixon,8
3609,Anne Fields,7
3610,Chris Wright,6
3611,Rita Daniels,12
3612,Lisa Bryant,12
3613,Kimberly Green,8
3614,Anna Macdonald,9
3615,Samantha Drake,10
3616,Matthew Williams,6
3617,Toni Barnes,6
3618,David Cunningham,4
3619,Michelle Chambers,4
3620,Charles Evans,2
3621,Sharon Smith,2
3622,Patrick Ellis,11
3623,Hector Wiggins,10
3624,Andrew Gutierrez,9
3625,Joshua Brown,9
3626,John Duke,10
3627,Stephen Anderson,11
3628,Ryan Day,2
3629,Christopher Flowers,9
3630,Sandra Wright,5
3631,Roberta Byrd,6
3632,Angel Banks,12
3633,Jennifer Ramos,5
3634,Gina Willis,11
3635,Nicole Moyer,11
3636,Jason Baker,5
3637,Eric Acosta,5
3638,David Williams,6
3639,Michelle Cox,3
3640,Morgan Martinez,10
3641,David Jensen,9
3642,Andrea Smith,11
3643,Lisa James,2
3644,Victoria Becker,3
3645,Michael Johns,11
3646,Norman Santiago,10
3647,Charles Castaneda,4
3648,Douglas Jackson,4
3649,Jeffrey Mcdaniel,12
3650,Raymond Williams,4
3651,Diane Hughes,11
3652,Mary Wang,6
3653,Ashley Pearson,8
3654,Jason Hayden,8
3655,Natalie Williams,8
3656,Melissa James,2
3657,Mr. Timothy Smith MD,12
3658,Kathleen Conrad,2
3659,Victoria Nelson,8
3660,John Burton,5
3661,Laurie Lopez,5
3662,Roberto Vang,6
3663,Julia Cabrera,2
3664,Eric Khan,2
3665,Shawn Jones,10
3666,Dustin Swanson,10
3667,Jessica Mayer,3
3668,Elizabeth Vazquez,6
3669,Michael Combs,5
3670,Brian Johnson,12
3671,Brandon Woodard,4
3672,Erin Edwards,12
3673,Jose Harper,2
3674,Marcia Washington,2
3675,Brad Juarez DDS,2
3676,Anthony Travis,8
3677,Jacqueline Brown,11
3678,Amber Cruz,12
3679,Kimberly Kaufman,9
3680,Janice Smith,5
3681,Mr. Tyler Shepherd,8
3682,Ronald Matthews,7
3683,Sarah Olson,4
3684,Danielle Snyder,12
3685,Shane Andersen,3
3686,David Edwards,12
3687,Raymond Brown,2
3688,Alexis Reyes,11
3689,Martin Brown,5
3690,Jennifer Collins,7
3691,William Torres,2
3692,Ashley Moore,7
3693,Mario Williams,5
3694,Marissa Mcclure,4
3695,Kristen Lowe,2
3696,Elaine Turner,8
3697,James Perez,10
3698,Angela Reynolds,7
3699,Anne Cooper,6
3700,Kristin Sherman,10
3701,Robert Allen,11
3702,Jessica Hudson,2
3703,Anthony Holmes,12
3704,Kristen Gross,8
3705,Elizabeth Sandoval,11
3706,Laurie Miller,9
3707,Sara Neal,3
3708,Jennifer Mendoza,5
3709,Lindsay Smith,2
3710,Mrs. Vicki Bishop,8
3711,Shannon Hall,9
3712,Christina Sullivan,9
3713,David Lynn,6
3714,Dr. Michael Contreras,6
3715,Janet Mason,6
3716,Nancy Garcia,10
3717,Rebecca Foster,3
3718,Elizabeth Ball,2
3719,Michael Carter,3
3720,Matthew Armstrong,6
3721,Bradley Mccormick,9
3722,Michael Boyer,7
3723,Tara Mclean,4
3724,Jason Hernandez,4
3725,Michelle Frank,7
3726,Judy Chung,10
3727,Daniel Roberts,6
3728,Chris Salazar,3
3729,Ralph Haas,11
3730,Yolanda Harmon,8
3731,Carla Foster,7
3732,Cathy Li,7
3733,Martin Hansen,4
3734,Cindy Olson,5
3735,Nicholas Kelly,8
3736,Derrick Lamb,10
3737,Sarah Daniel,9
3738,Diane Raymond,12
3739,Michael Obrien,9
3740,Karen Martinez,10
3741,Lori Payne,3
3742,Julia Meyer,5
3743,Robert Good,3
3744,Sylvia Golden,6
3745,Anna Phillips,2
3746,Lauren Willis,4
3747,Mark Smith,5
3748,Kelli Johnson,10
3749,Eric Brown,3
3750,Felicia Meyer,2
3751,Cynthia White,7
3752,Christopher Scott,7
3753,Lori Baxter,10
3754,Nicole Rasmussen,5
3755,Nancy Peterson,6
3756,Yolanda Carey,12
3757,Katrina Mcdonald,7
3758,Christine Carter,11
3759,Mark Shelton,8
3760,Vanessa James,7
3761,Mark Flynn,3
3762,Timothy Bradford,9
3763,Derrick Gilmore,8
3764,Ms. Jennifer Sosa,2
3765,Paul Harris,5
3766,Nicole Gardner,12
3767,Patricia Collins,6
3768,Kevin Frost,4
3769,Lisa Caldwell,3
3770,Belinda Hanson,5
3771,Ariana Glover,3
3772,Michael Jackson,12
3773,Erik Hernandez,5
3774,Brittany Brewer,6
3775,Daniel Smith,6
3776,Shane Parrish,2
3777,Sheryl Crane,4
3778,Christopher Nielsen,2
3779,Tracey Middleton,3
3780,Taylor Maynard,11
3781,Eric Smith,6
3782,Hunter Lewis,7
3783,Kelsey Hall,9
3784,David Harris,10
3785,Steven Marsh,6
3786,Brittany Taylor,3
3787,Christopher Browning,3
3788,Julia Hill,3
3789,Steven Freeman,11
3790,Kristy Jones,12
3791,Heather Mcmillan,7
3792,Dr. Mary Eaton,8
3793,Loretta Graham,5
3794,Philip Pratt,11
3795,James Simmons,7
3796,Jennifer Phillips,6
3797,Sherri Hernandez,10
3798,Angela Willis,3
3799,Abigail Bailey,8
3800,Brian Evans,8
3801,Angela Sanchez,4
3802,Ryan Peterson,5
3803,Diana Sosa,3
3804,Michelle Hunt,2
3805,Kayla Herrera,2
3806,Nicole Ho,2
3807,Alan Benson,3
3808,Elijah Sanchez,6
3809,Jerry Gonzalez,8
3810,Caitlin Poole,11
3811,Andrew Richardson,12
3812,John Vargas,7
3813,Jonathan Johnson,2
3814,Haley Blair,2
3815,Amy Ryan,2
3816,Laura Thompson,7
3817,Ronald Smith,9
3818,Anthony Harrington,6
3819,Jennifer Gibson,5
3820,Jerry Gill,11
3821,Christopher Shaw,8
3822,Luis Garcia,10
3823,Timothy Leon,2
3824,Paul Cox,3
3825,Patrick Butler,2
3826,Johnny Atkins,8
3827,Wyatt Allen,3
3828,Tracy Leon,5
3829,George Mcguire,8
3830,Dennis Elliott,12
3831,Kathleen Jimenez,12
3832,Erica Harris,7
3833,Jennifer Huynh,6
3834,Sergio Walton,11
3835,John Moore,12
3836,Tracy Brown,12
3837,Kevin Brown,4
3838,Mary Fernandez,5
3839,Deborah Austin,7
3840,Sara Flores,12
3841,Paul Ferguson,9
3842,Tracey Gonzalez,10
3843,Crystal Williams,3
3844,Colin Brown,10
3845,Brittany Gonzales,5
3846,Julia Williams,9
3847,Brandon Gates Jr.,4
3848,Patricia Frederick,9
3849,Christopher Austin MD,6
3850,Debra Hickman,10
3851,Paul Mueller,5
3852,Curtis Hicks,10
3853,Beverly Mercer PhD,5
3854,Adriana Vaughn,11
3855,Isaac Banks,2
3856,Cassandra Petersen,2
3857,Laura Sosa,4
3858,Gregory Munoz,9
3859,Jessica Koch,8
3860,Amanda Davis,11
3861,David Cruz,3
3862,Shelly Perez,12
3863,Elizabeth Johnson,8
3864,Justin Henry,5
3865,Charles Cunningham,12
3866,Andrew Hall DDS,8
3867,Valerie Macdonald,2
3868,Darryl Bishop,7
3869,Norma Carter,4
3870,Brenda Rodriguez,11
3871,Taylor Waters,10
3872,Matthew Williams,9
3873,Aaron Davis,11
3874,Edward Larson,4
3875,Matthew Ballard,3
3876,Edward Chung,4
3877,Cory Harper,7
3878,Kimberly Huang,8
3879,Courtney Dominguez,8
3880,Brandy Perez,8
3881,Adam Chavez,12
3882,Dr. Megan Mann,8
3883,Michael Miller,12
3884,Sean Lee,12
3885,Devon Erickson,2
3886,Sherry Reed,6
3887,Nicholas Barnes,3
3888,Ralph Adams,4
3889,William Wolf,9
3890,Sharon Williams,7
3891,Amanda Burns,6
3892,Alexander Gomez,6
3893,Candace Wood,2
3894,Christine Mitchell,7
3895,Angelica Tucker,12
3896,Victor Delacruz,6
3897,Jeremiah Acosta,4
3898,Andrew Dennis,6
3899,Valerie Patterson,11
3900,Brandon Marsh,6
3901,Monica Walker,3
3902,Sarah Barrett,3
3903,Laura Cuevas,6
3904,Larry Rice,8
3905,Jeremiah Munoz,10
3906,Sean Mcintosh,10
3907,Jimmy Vazquez,5
3908,Abigail Willis,12
3909,Elizabeth Knox,11
3910,Amanda Martinez,11
3911,Nicole Hays,12
3912,David Roberts,12
3913,Robert Howard,9
3914,Kevin Lee,8
3915,Jeffrey Garcia,10
3916,Joel Peters,11
3917,Catherine Perez,2
3918,Tasha Case,6
3919,Sarah Fisher,5
3920,Kelly Welch,3
3921,Devon Hicks,6
3922,Stacy Santiago,11
3923,Levi Wilcox,4
3924,Karen Williams,12
3925,Christopher Thompson,6
3926,Justin Frank Jr.,3
3927,Jasmine Miller,10
3928,Sarah Davis,9
3929,Paul Spencer,8
3930,Julie Stone,4
3931,Nicole Swanson,2
3932,Christopher Johnson,7
3933,Adrian Brown,3
3934,Justin Brown,9
3935,Meghan Walker,3
3936,Jennifer Taylor,6
3937,Megan Baker,11
3938,Regina Banks,8
3939,Christopher Cummings,11
3940,Adrian Cortez MD,7
3941,Eric Norris,10
3942,William Hamilton,10
3943,Ricky Jennings,12
3944,Monique Bailey,10
3945,Dennis Smith,9
3946,Felicia Parks,9
3947,Lisa Davis,9
3948,Henry Moore,4
3949,Alexandria Walker,2
3950,Scott King Jr.,7
3951,Stephen Ellis,9
3952,Michael Walker,3
3953,David Turner,6
3954,Vincent Smith,11
3955,Jesus Robinson,9
3956,Howard Robinson,5
3957,Melissa Ramirez,4
3958,Peter Warren,4
3959,Tony Munoz,2
3960,Stanley Thomas,12
3961,Richard Hogan,12
3962,Michael Watson,3
3963,Deborah Graves,11
3964,Jeff Jones,4
3965,Julia Moss,8
3966,Sheila Hicks,6
3967,Dalton Duke,12
3968,Tina Williams,10
3969,Christopher Buchanan,10
3970,Katherine Parker,4
3971,Caitlin Johnson,6
3972,Toni Garcia,6
3973,Mrs. Jennifer Watson PhD,2
3974,Alexa Dominguez,3
3975,Jordan Lara,2
3976,Scott Guerra,9
3977,Betty Fuller,2
3978,Laura Ortega,9
3979,Danielle Lopez,9
3980,Victor Castaneda,10
3981,Madison Lopez,8
3982,Dylan Nelson,12
3983,John Lewis,8
3984,Debbie Hogan,10
3985,Debbie Garrett,3
3986,Danielle Flores,8
3987,Veronica Garcia,3
3988,Tammy Landry,7
3989,Ashley Kim,7
3990,Sarah Shannon,11
3991,Stacy Chapman,9
3992,Jessica Mason,7
3993,Tracy Long,11
3994,Adriana Smith,6
3995,Nicole Hester,6
3996,James Hudson,11
3997,Ann Knight,3
3998,Ronald Beck,3
3999,Robert Stewart,5
4000,William Carney,9
4001,Charlene Moore,7
4002,Michelle Simon,2
4003,Noah Richards,8
4004,Diana Jones,11
4005,Adrian Deleon,9
4006,Brandon Brown,12
4007,Cameron Montoya,4
4008,Tanner Bowman,3
4009,Christine Turner,7
4010,Hannah Hernandez,4
4011,Carla Hall,6
4012,Lisa Perez,4
4013,Suzanne Rogers,7
4014,April Clark,4
4015,Richard Thomas,11
4016,Jeremy Avery,9
4017,Michael Nelson,8
4018,Daniel Rivera,2
4019,Monica Walker,8
4020,Christopher Juarez,10
4021,Vincent Patton,8
4022,Jesus Dunn,10
4023,Anne Rogers,2
4024,Michael Alvarez,11
4025,Kristina Padilla,4
4026,Steven Wood,7
4027,Mrs. Amy Whitaker,2
4028,Joel Wallace PhD,7
4029,Steve Lee,2
4030,Amy Gutierrez,2
4031,Miranda Castillo,3
4032,Melanie Ortiz,8
4033,David Garcia,10
4034,Curtis Guzman,5
4035,Lisa Hill,7
4036,Nathaniel Morrow,11
4037,Savannah Bennett,3
4038,Henry Koch,10
4039,Carol Hall,9
4040,Crystal Levy,12
4041,William Ortiz,12
4042,Stacey Lang,3
4043,Aaron Patterson,2
4044,Rodney Davis,12
4045,Chad Travis,4
4046,Russell Garner,6
4047,Whitney Olson,2
4048,Lori Fowler,9
4049,Kelly Rivas,12
4050,Selena Johnson,9
4051,Angela Kline,3
4052,Ryan Hess,8
4053,Melissa Mason,5
4054,Tamara Bell,9
4055,Jason Palmer,5
4056,Julie Case,6
4057,Jennifer Peters,3
4058,Jennifer Wilson,11
4059,Gina Ward,8
4060,Bonnie Johnson,6
4061,Daniel Sutton,5
4062,Anna Smith,8
4063,Robert White,9
4064,Alexandra Spencer,5
4065,Kaitlin Williams,8
4066,Lee Delgado,4
4067,Kelly Zuniga,8
4068,Micheal Goodwin,3
4069,Karen Smith,7
4070,Jennifer Manning,4
4071,Jonathan Hall,7
4072,Jennifer Macdonald,9
4073,Natalie Miller,7
4074,Edward Hamilton,12
4075,Cindy Munoz,3
4076,Rodney Conrad,11
4077,John Morales,6
4078,Scott King,7
4079,Mrs. Donna Simpson,2
4080,Christopher Lopez,10
4081,Keith Park,7
4082,Mary Barnes,5
4083,Mrs. Heather Chapman,8
4084,Sandra Roth,5
4085,Shawn Murillo,6
4086,Teresa Webb,3
4087,Kendra Flores,8
4088,Kristen Cruz,10
4089,David Miller,7
4090,Bryan Edwards,12
4091,Russell Pena,4
4092,Lindsay Mathis,5
4093,Joseph Barber,12
4094,Kimberly Dixon,8
4095,Julie Clark,8
4096,Danielle Hughes,8
4097,Ashley Flores,11
4098,Ronald Burns,7
4099,Mathew Wright,10
4100,Stephanie Turner,4
4101,Joseph Nelson,11
4102,Ryan Calderon,5
4103,Scott Coleman,11
4104,Mr. Raymond Lucas,2
4105,Cassandra Lin,9
4106,John Fisher,11
4107,Daniel Brown,2
4108,Jonathan Rivera,7
4109,Shelby Foster,10
4110,Carl Salinas,8
4111,Micheal Long,3
4112,William Brady,3
4113,Steven Smith,7
4114,Brandon Gutierrez,12
4115,John Mclaughlin,10
4116,Bianca Bryant,9
4117,Anthony Nichols,4
4118,Cindy Cook,8
4119,Adam Smith,2
4120,Victoria Montoya,6
4121,Elizabeth Miller,12
4122,Jocelyn Dean,5
4123,Aaron Brown,4
4124,Angela Mays,12
4125,Carolyn Campbell,2
4126,Allen Robbins,11
4127,Ryan Warner,8
4128,Mrs. Deborah Davis,3
4129,Debra Jackson,7
4130,Patrick Rivera,4
4131,Tara Madden,10
4132,Shannon Riley,4
4133,Shelly Walters,5
4134,James York,2
4135,Kayla Zamora,6
4136,Brandon Ray,8
4137,Darren Jones,6
4138,John Rocha,8
4139,Kevin Sims,2
4140,Garrett Evans,3
4141,Mark Brooks MD,5
4142,Shelley Wright,12
4143,Alvin Preston,11
4144,Carl Williams,12
4145,Kimberly Day,2
4146,Dalton Lawrence,5
4147,Stephanie Ramos,6
4148,Jane Montgomery,2
4149,Victoria Norris,11
4150,Kimberly Cobb,4
4151,Valerie Hopkins,7
4152,Lorraine Watson,9
4153,Anna Alexander,5
4154,James Jackson,6
4155,Shawn Michael,9
4156,Lori Lyons,3
4157,Rita Henry,10
4158,Melissa Moore,10
4159,James Underwood,2
4160,Dominique Andersen,7
4161,Melissa Jones,4
4162,Vernon Jimenez,11
4163,Cindy Torres,11
4164,Brittany Doyle,4
4165,James Zavala,4
4166,Cheryl Jordan,8
4167,Kevin Galvan,5
4168,Teresa Phelps,9
4169,Curtis Martinez,6
4170,John Perkins,5
4171,Paul Johnson,6
4172,Alexander Crawford,10
4173,Darlene Bright,4
4174,Dr. Philip Gomez MD,5
4175,Kimberly Barrera,5
4176,Margaret Richards,10
4177,Matthew Kline,7
4178,Jennifer Shields,4
4179,Virginia Harris,11
4180,David Hensley,4
4181,John Jacobs,3
4182,Michael Burns,10
4183,Kelly Lewis,3
4184,Gary Kelley,11
4185,Luke Massey,4
4186,Kimberly Chan,11
4187,Francis Collins,11
4188,Robert Williams,2
4189,William Wheeler,5
4190,David West,12
4191,Scott Hill,12
4192,Jamie Hernandez,2
4193,Sara Green,9
4194,Dr. Brianna Ayala,4
4195,Jason Martinez,8
4196,Robert Frey,6
4197,Amy Brown,8
4198,Danielle Ramirez,8
4199,David Miller,5
4200,Donald Pitts,2
4201,Michelle Smith,11
4202,Kenneth Cook,3
4203,Tracy Gutierrez,12
4204,Kathryn Velazquez,5
4205,Lindsay Dixon,5
4206,Randall Baker,2
4207,Casey Turner,7
4208,Anthony Duncan,7
4209,Barbara Powers,5
4210,Monique Peterson,10
4211,Elizabeth Brown,11
4212,Monica Davidson,5
4213,Veronica Cantrell,8
4214,Sharon Burke,8
4215,Thomas Carey,2
4216,Kristie Buckley,3
4217,Susan Dickerson,3
4218,Jacob Flores,7
4219,Michelle Oliver,10
4220,James Fleming,8
4221,Jake Davis,7
4222,Samantha Clark MD,9
4223,Eric Newman,4
4224,Carol Anderson,4
4225,Dr. Brandon Richards MD,2
4226,Sherry Myers,3
4227,Carlos Smith,2
4228,Kristen Campbell,4
4229,Christopher Jackson,5
4230,Beth Perkins,11
4231,Marc Watson,7
4232,Sheryl Dominguez,10
4233,Pamela Weaver,8
4234,Rachel Poole,10
4235,Gregory Alvarado,4
4236,Jacob Knight,2
4237,Teresa Johnson,10
4238,Dana Powell,4
4239,Ian Bailey,2
4240,Julie Nguyen,2
4241,Barbara Gomez,9
4242,Dr. Lisa Guzman,4
4243,Danny Yates,7
4244,Alexis Foster,11
4245,Joshua Martin,3
4246,Shannon Martin,3
4247,Stephen Garcia,3
4248,Anna Humphrey,11
4249,Daniel Miles,9
4250,Erica Anderson,7
4251,Tyler Nelson,8
4252,Melissa Vasquez,6
4253,Jennifer Harris,6
4254,Jason Rodriguez,5
4255,Jill Serrano,9
4256,Larry Dennis,7
4257,Christine Morales,2
4258,Kevin Rhodes,4
4259,Robert Curry,4
4260,Phillip Hernandez,5
4261,Erika Spencer,9
4262,Steven Crawford,2
4263,Brandy Cook,10
4264,Tim Morris,5
4265,David Brown,9
4266,Nicholas Vincent DDS,2
4267,Cathy Stanley,3
4268,Diana Rice,12
4269,Robert Jones,8
4270,Sarah Williams,11
4271,Paula Blair,8
4272,Andre Harrison,9
4273,Harold Joyce,2
4274,Tina Holmes,2
4275,Andrea Mcbride,2
4276,Shelley Black,12
4277,John Davis,3
4278,Margaret Herman,9
4279,Emily Flores,12
4280,William Martin,7
4281,Melissa Reese,8
4282,Keith Freeman,8
4283,Heidi Cantu,12
4284,Sarah Davis,6
4285,Megan Rich,5
4286,Katherine Fernandez,2
4287,Lori Meyers,11
4288,Alexis Black,11
4289,Molly Woods,11
4290,Tracey Gonzalez,4
4291,Bobby Walsh,4
4292,Lauren Rodriguez,10
4293,Christine Grant,5
4294,Shane Young,12
4295,Samantha Salinas,2
4296,Logan Young,9
4297,Brandy Moran,11
4298,Renee Larson,6
4299,Jonathan Johnson,8
4300,Curtis Wagner,12
4301,Dale Davidson,9
4302,Sara Potter,10
4303,Terri Thompson,6
4304,Christy Cox,9
4305,Kathleen Lewis,7
4306,Audrey Clark,12
4307,Tyler Wright,12
4308,Tonya Jones,3
4309,Laura Fitzgerald,12
4310,Gregory Floyd,6
4311,Robin Gibbs,8
4312,Stephanie Kline,6
4313,Karen Palmer,8
4314,Terri Mendez,11
4315,Elizabeth Roberts,5
4316,Ashley Hensley,2
4317,Alyssa Kelly,12
4318,Roy Bell,8
4319,Robert Gonzales,12
4320,Erica Finley,3
4321,Kenneth Phillips,3
4322,Joseph Hudson,4
4323,Patricia Garcia,3
4324,Brian Mitchell,11
4325,Joel Krause,5
4326,Joel Martinez,7
4327,Daniel Solomon,8
4328,Joanna Allison,4
4329,Elizabeth Roach,4
4330,Craig Powers,12
4331,John Simmons,9
4332,Jared Horton,3
4333,Todd Roberts,8
4334,Kenneth Wheeler,3
4335,Eileen Watkins,4
4336,Paul Miller,6
4337,Mr. Joshua Sanders,6
4338,Kerri Harper,10
4339,Pamela Wright,10
4340,Mark Bailey,10
4341,Erica Brown,11
4342,Tracey Neal,3
4343,Michael Burton,2
4344,Melissa Barrett,12
4345,Kenneth Walker,6
4346,Michelle Hall,7
4347,Christopher Stewart,5
4348,Adrienne Smith,7
4349,Darrell Kim,5
4350,Joseph Garcia,12
4351,Kyle Wallace,12
4352,Jacob Patterson,6
4353,Travis Mcdaniel,9
4354,Nicole Fitzgerald,9
4355,Samuel Archer,4
4356,Hannah Robinson,5
4357,Glen Martin,10
4358,Matthew Robinson,2
4359,Denise Norman,6
4360,Lonnie Weber,11
4361,Mrs. Tammie Knight,10
4362,James Evans,4
4363,Jeremy Tate,9
4364,Susan Tran,2
4365,Richard James,3
4366,Sheila Love,3
4367,Krista Brown,8
4368,Kevin Brewer,7
4369,Lori Long,3
4370,Glenn Campbell,4
4371,Tony Barry,8
4372,Dawn Best,12
4373,Mark Johnson,2
4374,Erin Clark,4
4375,Justin Dickerson,8
4376,George Baker,12
4377,Angela Gomez,8
4378,Bryan Galvan,7
4379,Katelyn Chapman,12
4380,Jesus Leonard,8
4381,Kathleen Rodriguez,11
4382,Matthew Allen,7
4383,Laura Landry,8
4384,John Simon,2
4385,Brent Olson,5
4386,Todd Alvarado DDS,5
4387,Kimberly Myers,10
4388,Tyler Moore,6
4389,Lauren Hill,10
4390,Heather Johnson,11
4391,John Jenkins,12
4392,Joshua Dorsey,8
4393,Angela Brown,2
4394,Samantha Travis,4
4395,Gary Duke,8
4396,Chad Baker,7
4397,Darlene Bishop,2
4398,Cathy Williams,2
4399,Charles Everett,6
4400,Nicholas Ross,3
4401,Paul Garrett,8
4402,Debra Cruz,8
4403,Ashley Huang,3
4404,Ashley Keller,11
4405,Alejandra Jenkins,6
4406,Andrea Brown,3
4407,Craig Alvarado,6
4408,Ann Morris,2
4409,Eric Cannon,2
4410,Dustin Dean,9
4411,Kevin Flores,5
4412,Jeremy Parsons,4
4413,Jessica Sellers,6
4414,Gabriel Rios,3
4415,Patricia Hammond,9
4416,Sean Key,2
4417,Susan Snyder,3
4418,Brenda Fitzgerald,12
4419,Nicole Welch,11
4420,Diane Madden,4
4421,Jared Griffin,3
4422,Bethany Wilson,8
4423,Nicole Ramos,3
4424,Frank Yang,9
4425,Teresa Kelley,11
4426,Ashley Harrell,4
4427,Stephen Macdonald,12
4428,Diana Horton,5
4429,Trevor Harding,7
4430,Eric Mccoy,3
4431,Andrew Knight,3
4432,Timothy Valdez,4
4433,David Fox,9
4434,Jack Brown,3
4435,Ronald Webb,3
4436,Holly Richardson,10
4437,Matthew Lewis,4
4438,Melissa Rivera,10
4439,Laura Johnson,9
4440,Kenneth Wright,11
4441,Jenna Harris,4
4442,Susan Carr,12
4443,Robert Williams,6
4444,Clarence Grimes,12
4445,Richard Monroe,8
4446,Jonathan Alvarez,11
4447,Donald Dalton,6
4448,Jessica Graham,2
4449,Kimberly Riley,12
4450,Randy Stanley,4
4451,Rachel Williams,12
4452,John Andrews,10
4453,James Ramirez,11
4454,Whitney Keith,8
4455,Mrs. Paula Ford MD,8
4456,Mrs. Jessica Zimmerman,9
4457,Timothy Sanders,4
4458,Nicholas Scott,2
4459,Christopher Chavez,9
4460,Brian Patterson,3
4461,Kelly Russell,11
4462,Anthony Ward,2
4463,William Diaz,11
4464,Dustin Brown,9
